project_id,title_clean,architect,city,country,typology,massing_type,climate_bin,year_completed,description_short,confidence_score
p_an_unfolding_crisis_with_a_hopeful_outlook_highlig_unknown_1031098,An Unfolding Crisis with a Hopeful Outlook,Exhibiting Architects,Venice,Italy,Exhibition Space,linear,temperate,2024,A thought-provoking exhibition that explores the intersection of architectural innovation and societal challenges.,0.8
p_architect_and_educator_deborah_berke_receives_the_deborah_berke_partne_1024830,Deborah Berke Receives the 2025 AIA Gold Medal,Deborah Berke Partners,,United States,Cultural Institution,,,2024,Deborah Berke is awarded the prestigious 2025 AIA Gold Medal.,0.8
p_andaz_beach_club_qbo3_arquitectos_1036782,Beach Club,QBO3 Arquitectos,Unknown,Unknown,Commercial,pavilion,tropical,2024,The Andaz Beach Club is a modern recreational facility designed to enhance the beach experience.,0.8
p_architects_of_the_global_south_10_pavilions_and_in_marina_tabassum_1037071,Architects of the Global South: 10 Pavilions and Installations That Shaped 2025,,,,exhibition pavilion,pavilion,,2024,A provocative exhibition that brings together pavilions from architects of the Global South to influence future architectural dialogue.,0.8
p_anzio_laneway_house_imu_chan_architectur_1037215,Anzio Laneway House,Imu Chan Architecture,Unknown,Unknown,Residential,compact,temperate,2024,Anzio Laneway House is a contemporary residential project designed to enhance urban living.,0.8
p_architectural_authorship_in_the_age_of_the_collect_unknown_1032507,Architectural Authorship in the Age of the Collective Practices,Unknown,Unknown,Unknown,cultural,fragmented,temperate,2024,A project exploring the dynamics of architectural authorship amidst collective practices.,0.8
p_aquapraca_floating_plaza_carlo_ratti_associat_1036829,AquaPraça Floating Plaza,Carlo Ratti Associati,,,public space,pavilion,tropical,2024,AquaPraça is a floating plaza that encourages community interaction over water.,0.8
p_architectural_rendering_and_the_slippery_slope_of_unknown_959563,Architectural Rendering and the Slippery Slope of the Uncanny Valley,Unknown,Unknown,Unknown,Architectural Theory/Research,Unknown,Unknown,2024,An exploration of the intersection between architectural rendering and the uncanny valley.,0.8
p_arca_portable_garden_takk_1003762,Portable Garden,Takk,,,urban garden,fragmented,temperate,2024,The ARCA Portable Garden is an innovative green solution for urban living.,0.8
p_architecture_as_infrastructure_how_india_builds_fo_unknown_1037284,Architecture as Infrastructure: How India Builds for a Billion,unknown,unknown,India,infrastructure,linear,tropical,2024,A visionary project that redefines how infrastructure can support India's burgeoning population.,0.8
p_archdailys_best_architectural_projects_of_2025_unknown_1036342,ArchDaily's Best Architectural Projects of 2025,,,,,,,2024,,0.8
p_architecture_classics_copan_building_oscar_niemeyer_909420,Copan Building,Oscar Niemeyer,São Paulo,Brazil,Residential,tower,tropical,1971,The Copan Building is a prominent high-rise residential structure in São Paulo designed by Oscar Niemeyer.,0.95
p_architect_and_educator_deborah_berke_receives_the_deborah_berke_partne_1024830,2025 AIA Gold Medal Recipient,Deborah Berke,,USA,Cultural,,temperate,2024,"Deborah Berke, renowned for her work in architecture and education, has been awarded the 2025 AIA Gold Medal.",0.8
p_architecture_in_ecuador_16_projects_rooted_in_terr_unknown_1036387,"Architecture in Ecuador: 16 Projects Rooted in Territory, Craft, and Collective Practice",,,Ecuador,cultural,fragmented,tropical,2024,This project features 16 architectural initiatives that embody the essence of Ecuador's environment and culture.,0.8
p_architects_of_the_global_south_10_pavilions_and_in_marina_tabassum_1037071,Architects of the Global South: 10 Pavilions and Installations That Shaped 2025,,,,Pavilion/Installation,pavilion,tropical,2024,A collection of pavilions representing architectural responses from the Global South.,0.8
p_architecture_in_rhythm_with_time_designing_through_unknown_1037346,Architecture in Rhythm with Time,,,,cultural,fragmented,temperate,2024,An innovative architectural project that harmonizes with natural cycles.,0.8
p_architectural_authorship_in_the_age_of_the_collect_unknown_1032507,Architectural Authorship in the Age of the Collective Practices,N/A,N/A,N/A,N/A,N/A,N/A,2024,A project exploring the concept of architectural authorship within collective practices.,0.8
p_architecture_that_shapes_health_lessons_of_design_unknown_1037387,Architecture that Shapes Health: Lessons of Design and Well-Being in 2025,Unknown,Unknown,Unknown,Institutional,Fragmented,Temperate,2024,A novel approach to architecture that emphasizes the correlation between design and health.,0.8
p_architectural_rendering_and_the_slippery_slope_of_unknown_959563,Architectural Rendering and the Slippery Slope of the Uncanny Valley,,,,,,,2024,An analysis of how architectural renderings can influence perceptions of realism.,0.8
p_art_activism_and_the_city_illuminating_social_chan_unknown_1027904,Illuminating Social Change,Unknown,Unknown,Unknown,Cultural,fragmented,temperate,2024,An innovative public art installation aimed at highlighting social change through community engagement.,0.8
p_architecture_as_infrastructure_how_india_builds_fo_unknown_1037284,Architecture as Infrastructure: How India Builds for a Billion,Unknown,Various,India,Infrastructure,linear,tropical,2024,An exploration of infrastructural architecture meeting the needs of India's expanding population.,0.8
p_asoka_hospital_south_wing_aidaho_1037256,Asoka Hospital South Wing,AIDAHO,Unknown,Unknown,Hospital,compact,tropical,2024,The Asoka Hospital South Wing by AIDAHO features modern facilities designed for healthcare efficiency.,0.8
p_architecture_classics_copan_building_oscar_niemeyer_909420,Copan Building,Oscar Niemeyer,São Paulo,Brazil,Residential,fragmented,tropical,1972,"The Copan Building is a modernist residential complex in São Paulo, renowned for its organic shapes and integrated urban spaces.",0.9
p_aster_by_joshua_paris_roomoo_design_studio_1036542,Aster,Joshua Paris,,,residential,fragmented,temperate,2024,Aster is a contemporary residential project designed by Joshua Paris of RooMoo Design Studio.,0.8
p_architecture_in_ecuador_16_projects_rooted_in_terr_unknown_1036387,"Architecture in Ecuador: 16 Projects Rooted in Territory, Craft, and Collective Practice",,,Ecuador,cultural,fragmented,tropical,2024,A comprehensive exploration of 16 notable architectural projects in Ecuador.,0.8
p_atlantica_tow_tiny_house_madeiguincho_1034574,Atlantica TOW Tiny House,Madeiguincho,Sintra,Portugal,Residential,compact,temperate,2024,"Atlantica TOW Tiny House is a sustainable living solution set in the scenic landscape of Sintra, Portugal.",0.8
p_architecture_in_rhythm_with_time_designing_through_unknown_1037346,Architecture in Rhythm with Time,Unknown,Unknown,Unknown,Cultural,compact,tropical,2024,A project focused on aligning architectural design with natural cycles of time.,0.8
p_avenue_son_skatepark_various_associates_1037247,Avenue & Son Skatepark,Various Associates,,,recreational,fragmented,temperate,2024,The Avenue & Son Skatepark is a modern recreational space designed for skateboarding and community interaction.,0.8
p_architecture_that_shapes_health_lessons_of_design_unknown_1037387,Architecture that Shapes Health: Lessons of Design and Well-Being in 2025,Unknown,,,healthcare,fragmented,temperate,2024,A project exploring the relationship between architecture and health.,0.8
p_axis_office_moss_1037319,AXIS Office,moss.,Unknown City,Unknown Country,office,linear,temperate,2024,The AXIS Office by moss. is a modern workspace designed to foster collaboration and innovation.,0.8
p_art_activism_and_the_city_illuminating_social_chan_unknown_1027904,Illuminating Social Change,Unknown,Unknown,Unknown,Cultural,fragmented,temperate,2024,A cultural project focusing on art and activism to foster social change.,0.8
p_asoka_hospital_south_wing_aidaho_1037256,Asoka Hospital South Wing,AIDAHO,Unknown,Unknown,hospital,linear,tropical,2024,Asoka Hospital South Wing is a modern healthcare facility designed for improved patient experience.,0.8
p_angsdals_school_stadstudio_ab_1005821,Ängsdals School,STADSTUDIO AB,Unknown,Unknown,school,fragmented,temperate,2024,Ängsdals School is a modern educational facility designed to foster interactive learning.,0.8
p_aster_by_joshua_paris_roomoo_design_studio_1036542,Aster,Joshua Paris,,,residential,fragmented,temperate,2024,Aster is a contemporary single-family home designed for modern living.,0.8
p_baby_pluto_adria_garrido_verdu_1030480,Baby Pluto,Adrià Garrido Verdú,,,residential,fragmented,temperate,2024,Baby Pluto is a residential project by Adrià Garrido Verdú that promotes community living.,0.8
p_atlantica_tow_tiny_house_madeiguincho_1034574,Atlantica TOW Tiny House,Madeiguincho,,Portugal,Residential,compact,temperate,2024,A compact tiny house designed for sustainable living in harmony with nature.,0.8
p_backyard_community_club_deroche_projects_1036713,Backyard Community Club,DeRoche Projects,,,community center,courtyard,temperate,2024,The Backyard Community Club is a unique social hub centered around community engagement and activities.,0.8
p_avenue_son_skatepark_various_associates_1037247,Skatepark,Various Associates,Unknown,Unknown,sports facility,fragmented,temperate,2024,Avenue & Son Skatepark serves as a vibrant public space for skateboarding and community engagement.,0.8
p_axis_office_moss_1037319,Axis Office,moss.,Unknown,Unknown,office,linear,temperate,2024,The AXIS Office project combines innovative design with functionality.,0.8
p_bamboo_in_architecture_same_material_different_use_unknown_1000165,"Bamboo in Architecture: Same Material, Different Uses",Not Specified,,,sustainable architecture,fragmented,tropical,2024,"This project explores the versatile uses of bamboo in architecture, presenting innovative designs that prioritize sustainability.",0.8
p_bamboo_in_latin_american_housing_10_houses_reveali_unknown_1007191,Bamboo in Latin American Housing: 10 Houses Revealing the Future of the Material in Architecture,,,Latin America,residential,varied,tropical,2024,"A project showcasing ten innovative bamboo houses across Latin America, highlighting sustainable architecture.",0.8
p_angsdals_school_stadstudio_ab_1005821,Ängsdals School,STADSTUDIO AB,Åkersberga,Sweden,school,fragmented,temperate,2024,Ängsdals School is a contemporary educational facility designed to foster interaction and learning.,0.8
p_barangaroo_south_masterplan_rshp_1037097,Barangaroo South Masterplan,RSHP,Sydney,Australia,Mixed-Use Development,clustered,temperate,2024,The Barangaroo South Masterplan is a transformative mixed-use development along Sydney’s waterfront.,0.8
p_baby_pluto_adria_garrido_verdu_1030480,Baby Pluto,Adrià Garrido Verdú,,,residential,fragmented,temperate,2024,"Baby Pluto is a forward-thinking residential project designed by Adrià Garrido Verdú, focusing on sustainability and innovative living solutions.",0.8
p_backyard_community_club_deroche_projects_1036713,Backyard Community Club,DeRoche Projects,,,community center,pavilion,temperate,2024,A community center designed to engage and serve the local population.,0.8
p_barbican_center_renewal_program_moves_forward_to_s_chamberlin_powell_bo_1037394,Barbican Center Renewal Program,Barbican Centre,London,United Kingdom,Cultural Center,fragmented,temperate,2024,The Barbican Center Renewal Program aims to preserve and enhance the cultural and architectural legacy of London's Brutalist style.,0.85
p_bamboo_in_architecture_same_material_different_use_unknown_1000165,"Bamboo in Architecture: Same Material, Different Uses",,,,cultural,open/clustered,tropical,2024,A project dedicated to exploring the versatile use of bamboo in architecture showcasing its sustainability.,0.8
p_barcelonas_iconic_sagrada_familia_on_track_to_be_c_unknown_1015108,Sagrada Família,Antoni Gaudí,Barcelona,Spain,Church,fragmented,temperate,2026,"Sagrada Família is a UNESCO World Heritage Site and has been under construction since 1882, aiming for completion in 2026.",0.95
p_bamboo_in_latin_american_housing_10_houses_reveali_unknown_1007191,Bamboo in Latin American Housing: 10 Houses Revealing the Future of the Material in Architecture,,,Latin America,residential,clustered,tropical,2024,A project featuring ten innovative houses utilizing bamboo for sustainable residential living.,0.8
p_basketball_court_ralph_c_wilson_jr_centennial_park_adjaye_associates_1036685,Basketball Court - Ralph C. Wilson Jr. Centennial Park,Adjaye Associates,Buffalo,United States,Sports Facility,linear,temperate,2024,A community basketball court promoting recreation within Ralph C. Wilson Jr. Centennial Park.,0.8
p_barangaroo_south_masterplan_rshp_1037097,Barangaroo South Masterplan,RSHP,Sydney,Australia,mixed-use,fragmented,temperate,2024,Barangaroo South Masterplan aims to rejuvenate the Sydney waterfront with a vibrant mixed-use community.,0.8
p_basketball_development_center_teget_1036748,Basketball Development Center,TEGET,Unknown,Unknown,Sports Facility,pavilion,temperate,2024,A modern center designed to foster talent in basketball through advanced training facilities.,0.8
p_best_articles_of_2025_plural_practices_environment_unknown_1037263,"Best Articles of 2025: Plural Practices, Environmental Responses, and an Architecture of Care",,,,cultural,,,2024,A compilation of articles showcasing environmentally conscious architectural practices.,0.8
p_barbican_center_renewal_program_moves_forward_to_s_chamberlin_powell_bo_1037394,Barbican Center Renewal Program,Unknown,London,United Kingdom,Cultural Center,fragmented,temperate,2024,"The Barbican Center Renewal Program aims to revitalize the iconic Brutalist structure, enhancing its role as a cultural hub.",0.8
p_between_housing_demand_and_environmental_goals_ale_elemental_1030245,Between Housing Demand and Environmental Goals,Alejandro Aravena,,,Residential,clustered,temperate,2024,A project addressing housing needs while aiming for environmental sustainability.,0.8
p_barcelonas_iconic_sagrada_familia_on_track_to_be_c_unknown_1015108,Sagrada Família,Antoni Gaudí,Barcelona,Spain,Religious,fragmented,temperate,2026,"The Sagrada Família in Barcelona is a monumental basilica designed by Antoni Gaudí, known for its elaborate architecture and unique design.",0.9
p_basketball_court_ralph_c_wilson_jr_centennial_park_adjaye_associates_1036685,Basketball Court,Adjaye Associates,Buffalo,United States,sports facility,pavilion,temperate,2024,A basketball court designed to enhance community interaction within Ralph C. Wilson Jr. Centennial Park.,0.9
p_beyond_form_how_light_and_shadow_define_architectu_louis_kahn_1027315,Beyond Form: How Light and Shadow Define Architectural Atmosphere,Unknown Architect/Firm,,,Cultural,fragmented,temperate,2024,This project investigates the dynamics of light and shadow in shaping architectural atmosphere.,0.8
p_basketball_development_center_teget_1036748,Basketball Development Center,TEGET,Unknown,Unknown,sports facility,pavilion,temperate,2024,A state-of-the-art Basketball Development Center designed to enhance athlete performance.,0.8
p_beyond_private_dining_exploring_the_communal_table_unknown_1034907,Beyond Private Dining: Exploring the Communal Table as Public Space Infrastructure,N/A,,,public space,N/A,N/A,2024,A project focused on establishing communal dining spaces that serve as public infrastructure.,0.8
p_best_articles_of_2025_plural_practices_environment_unknown_1037263,"Best Articles of 2025: Plural Practices, Environmental Responses, and an Architecture of Care",,,,mixed-use research publication,,,2024,A compendium of innovative architectural practices addressing environmental and social issues.,0.8
p_beyond_the_exhibition_architecture_interior_and_la_unknown_1035780,Beyond the Exhibition,Unknown Architect,Unknown City,Unknown Country,Cultural,fragmented,temperate,2024,"A project that merges architecture, interior design, and landscape into a singular narrative for enhanced exhibition experiences.",0.8
p_between_housing_demand_and_environmental_goals_ale_elemental_1030245,Between Housing Demand and Environmental Goals,Alejandro Aravena,,,Residential,fragmented,temperate,2024,The project addresses the tension between housing demand and environmental goals through innovative incremental housing solutions.,0.8
p_beyond_the_syllabus_architectural_education_and_a_unknown_1036802,Beyond the Syllabus: Architectural Education and a Defense of the Profession,,,,educational,,,2024,A project examining architectural education and the profession's role in society.,0.8
p_beyond_the_walls_21_contemporary_interventions_in_unknown_1029051,Beyond the Walls: 21 Contemporary Interventions in Castles and Fortresses,,,,Cultural,fragmented,temperate,2024,A collection of modern architectural interventions that adapt historic castles and fortresses for contemporary use.,0.8
p_beyond_form_how_light_and_shadow_define_architectu_louis_kahn_1027315,Beyond Form,Unknown,Unknown,Unknown,cultural,fragmented,temperate,2024,An architectural project studying the interplay of light and shadow.,0.8
p_beyond_universal_models_the_turn_toward_situated_a_takk_1036611,Beyond Universal Models: The Turn Toward Situated Architecture,Unknown Architect,,,Cultural,fragmented,temperate,2024,A project focused on redefining architectural approaches through context-sensitive designs.,0.8
p_big_roof_11_architects_1001459,Big Roof,1+1+ Architects,,,,,,0,,0.0
p_bistro_ferdinand_grau_architects_1036983,Bistro Ferdinand,Grau Architects + studeny architects + Peter Stec,,,,,,0,,0.0
p_beyond_private_dining_exploring_the_communal_table_unknown_1034907,Beyond Private Dining,Unknown,Unknown,Unknown,Public Space,pavilion,temperate,2024,A project focused on communal dining as a transformative public space.,0.8
p_beyond_the_exhibition_architecture_interior_and_la_unknown_1035780,"Beyond the Exhibition: Architecture, Interior, and Landscape as a Single Narrative",,,,,,,0,,0.0
p_black_stone_house_vapor_arquitetura_1036974,Black Stone House,vapor arquitetura,,Brazil,residential,fragmented,tropical,2024,The Black Stone House is a modern residence that harmonizes with its natural environment.,0.8
p_beyond_the_syllabus_architectural_education_and_a_unknown_1036802,Beyond the Syllabus: Architectural Education and a Defense of the Profession,Unknown,,,Educational,linear,temperate,2024,An innovative architectural education project emphasizing the significance of architecture.,0.8
p_bluebottle_coffee_legoland_atelier_xy_1036225,BlueBottle Coffee Legoland,Atelier xy,,,commercial,compact,,2024,"A coffee shop designed for a Legoland theme park, marrying functionality with playful aesthetics.",0.8
p_beyond_the_walls_21_contemporary_interventions_in_unknown_1029051,Beyond the Walls: 21 Contemporary Interventions in Castles and Fortresses,,,,cultural,fragmented,temperate,2024,A series of contemporary architectural interventions designed to enhance the historical significance of castles and fortresses.,0.8
p_borova_lada_cottage_studio_plys_1036885,Borová Lada Cottage,Studio Plyš,Borová Lada,Czech Republic,residential,linear,temperate,2024,A modern cottage set in the serene landscape of Borová Lada.,0.75
p_beyond_universal_models_the_turn_toward_situated_a_takk_1036611,Beyond Universal Models: The Turn Toward Situated Architecture,,,,Architectural Theory/Research,,,2024,A project analyzing the shift towards situated architecture methodologies.,0.8
p_bridging_past_and_future_uzbekistans_expanding_cul_unknown_1034850,Bridging Past and Future,Unknown,Tashkent,Uzbekistan,Cultural Center,fragmented,arid,2024,"A contemporary cultural center in Tashkent, Uzbekistan, bridging historical architecture and modern design.",0.8
p_big_roof_11_architects_1001459,Big Roof,1+1+ Architects,,,residential,pavilion,temperate,2024,A sustainable culinary space that integrates farming with a large distinctive roof.,0.8
p_bistro_ferdinand_grau_architects_1036983,Bistro Ferdinand,Grau Architects + studeny architects + Peter Stec,,,,,,0,,0.0
p_brookline_high_school_22_tappan_building_william_rawn_associa_1037234,Brookline High School - 22 Tappan Building,William Rawn Associates,Brookline,United States,school,fragmented,temperate,2024,The Brookline High School - 22 Tappan Building is a modern educational facility that promotes collaborative learning.,0.8
p_black_stone_house_vapor_arquitetura_1036974,Black Stone House,vapor arquitetura,Unknown City,Unknown Country,Residential,fragmented,tropical,2024,The Black Stone House is a modern residential structure designed for harmonious living with nature.,0.8
p_brutalism_in_central_asia_the_eastern_influences_t_unknown_960487,Brutalism in Central Asia: The Eastern Influences that Shaped Soviet Architecture,,,Kazakhstan,cultural,fragmented,arid,2024,"This project explores the Eastern influences on Soviet brutalism in Central Asia, highlighting cultural dialogues through architecture.",0.8
p_bluebottle_coffee_legoland_atelier_xy_1036225,BlueBottle Coffee Legoland,Atelier xy,Billund,Denmark,cafe,pavilion,temperate,2024,"A contemporary coffee shop located within Legoland, featuring a distinctive timber facade and open interior.",0.8
p_borova_lada_cottage_studio_plys_1036885,Borová Lada Cottage,Studio Plyš,,,,,,0,,0.0
p_boi_bong_house_tran_trung_architect_1037278,Bối Bống House,TRAN TRUNG Architects,,,,,,0,,0.0
p_building_optimism_lessons_from_climate_adaptation_unknown_1037049,Building Optimism: Lessons from Climate Adaptation in 2025,Not specified,,,Mixed-use,compact,temperate,2024,This project explores climate adaptation strategies for sustainable building practices.,0.8
p_bridging_past_and_future_uzbekistans_expanding_cul_unknown_1034850,Bridging Past and Future: Uzbekistan’s Expanding Cultural Landscape,Unknown,Tashkent,Uzbekistan,cultural facility,fragmented,arid,2024,A modern cultural facility that melds Uzbekistan's historical architecture with contemporary design.,0.85
p_csc_residence_shih_shih_interior_d_1037356,C.S.C Residence,"Shih-shih Interior Design Co., Ltd.",,,residential,compact,tropical,2024,C.S.C Residence is a modern family home that integrates aesthetics with functionality.,0.8
p_cajui_house_laurent_troost_archi_1037082,Cajuí House,Laurent Troost Architectures,,,,,,0,,0.0
p_brookline_high_school_22_tappan_building_william_rawn_associa_1037234,Brookline High School - 22 Tappan Building,William Rawn Associates,Brookline,United States,school,fragmented,temperate,2024,The Brookline High School's 22 Tappan Building is a modern educational facility designed to promote collaborative learning.,0.8
p_calambau_house_andre_braz_arquitetu_1036354,Calambau House,André Braz Arquitetura,,,residential,fragmented,tropical,2024,Calambau House is a contemporary residence designed to enhance connection with nature.,0.8
p_brutalism_in_central_asia_the_eastern_influences_t_unknown_960487,Brutalism in Central Asia: The Eastern Influences that Shaped Soviet Architecture,,,Kazakhstan,cultural,,arid,2024,The project explores how Eastern influences have shaped Soviet architecture in Central Asia.,0.8
p_casa_cabrera_forma_arquitectura_1036629,Casa Cabrera,Forma Arquitectura,Unknown,Unknown,residential,fragmented,temperate,2024,Casa Cabrera is a modern residential dwelling designed to enhance outdoor living.,0.8
p_building_optimism_lessons_from_climate_adaptation_unknown_1037049,Building Optimism: Lessons from Climate Adaptation in 2025,Unknown,Unknown,Unknown,Research and Educational Facility,clustered,temperate,2024,A forward-thinking architectural project addressing climate resilience through design.,0.8
p_casa_dlca_0studio_arquitectura_1025678,CASA DLCA,0studio Arquitectura,,,residential,fragmented,temperate,2024,CASA DLCA is a contemporary residential project that harmonizes with its natural surroundings.,0.8
p_csc_residence_shih_shih_interior_d_1037356,C.S.C Residence,"Shih-shih Interior Design Co., Ltd.",,Taiwan,Residential,fragmented,tropical,2024,C.S.C Residence is a modern private dwelling designed for comfort and aesthetics.,0.8
p_casa_legato_hugo_kohno_architect_1036674,Casa Legato,Hugo Kohno Architect Associates,,,Residential,fragmented,tropical,2024,Casa Legato is a modern residential project emphasizing connection to nature.,0.8
p_cajui_house_laurent_troost_archi_1037082,Cajuí House,Laurent Troost Architectures,,,,,,0,,0.0
p_casa_roca_ppaa_1036822,Casa Roca,PPAA,,,,,,0,,0.0
p_casa_segura_1124_primer_piso_arquitec_996817,Casa Segura 1124,Primer Piso Arquitectos,,,Residential,compact,tropical,2024,Casa Segura 1124 is a contemporary residential project focused on security and sustainability.,0.8
p_calambau_house_andre_braz_arquitetu_1036354,Calambau House,André Braz Arquitetura,,,Residential,compact,tropical,2024,A contemporary residential project focused on sustainability and natural light.,0.8
p_castle_ruin_reichenau_tp3_architekten_1036465,Castle Ruin Reichenau,[tp3] architekten,Reichenau,Austria,cultural,fragmented,temperate,2024,"A cultural revitalization of a historic castle ruin in Reichenau, Austria.",0.8
p_casa_cabrera_forma_arquitectura_1036629,Casa Cabrera,Forma Arquitectura,Unknown,Unknown,Residential,fragmented,temperate,2024,Casa Cabrera is a contemporary residential project focused on integrating living spaces with nature.,0.8
p_cecepshouzuo_beijing_gad_1037347,CECEP·Shouzuo Beijing,gad,Beijing,China,mixed-use,fragmented,temperate,2024,CECEP·Shouzuo Beijing is a mixed-use facility emphasizing sustainability and public engagement.,0.8
p_casa_dlca_0studio_arquitectura_1025678,CASA DLCA,0studio Arquitectura,,,residential,fragmented,temperate,2024,CASA DLCA is a modern residential project designed by 0studio Arquitectura focusing on integration with its environment.,0.8
p_casa_legato_hugo_kohno_architect_1036674,Casa Legato,Hugo Kohno Architect Associates,Not Specified,Not Specified,Residential,fragmented,temperate,2024,Casa Legato is a modern residential project focused on seamless integration with nature.,0.8
p_cement_can_be_a_more_sustainable_material_unknown_968785,Cement Can Be A (More) Sustainable Material,Unknown,Unknown,Unknown,Research/Innovation,Fragmented,Temperate,2024,This project explores innovative uses of concrete to enhance sustainability in building practices.,0.8
p_center_rog_renovation_and_creative_center_bax_studio_1036810,Center Rog – Renovation and Creative Center,Mendoza Partida,,,Cultural Center,fragmented,temperate,2024,The renovation of Center Rog transforms it into a vibrant cultural hub.,0.85
p_casa_roca_ppaa_1036822,Casa Roca,PPAA,Unknown City,Unknown Country,Residential,fragmented,tropical,2024,Casa Roca is a modern residential project emphasizing harmony with the natural landscape.,0.8
p_casa_segura_1124_primer_piso_arquitec_996817,Casa Segura 1124,Primer Piso Arquitectos,,,,,,0,,0.0
p_ceu_bar_kuster_brizola_arqui_1035941,Céu Bar,Küster Brizola Arquitetos,,,commercial,pavilion,tropical,2024,Céu Bar is a community-focused social space designed to enhance interaction in an urban environment.,0.8
p_castle_ruin_reichenau_tp3_architekten_1036465,Castle Ruin Reichenau,[tp3] architekten,Reichenau,Austria,cultural,fragmented,temperate,2024,A contemporary intervention that integrates modern architecture with historical ruins.,0.8
p_charcoal_haus_moc_architects_1037266,Charcoal Haus,moc architects,,,residential,compact,temperate,2024,Charcoal Haus is a modern residential project emphasizing sustainability and integration with nature.,0.8
p_cecepshouzuo_beijing_gad_1037347,CECEP·Shouzuo Beijing,gad,Beijing,China,cultural,fragmented,temperate,2024,A cultural center in Beijing promoting environmental education.,0.8
p_childrens_dining_room_in_oviedo_rogelio_ruiz_macario_1037092,Children's Dining Room,Rogelio Ruiz,Oviedo,Spain,institutional,linear,temperate,2024,"A children's dining room designed to foster a sense of community among young users in Oviedo, Spain.",0.8
p_choreography_of_a_cloud_dancing_shadows_art_pavili_yokomae_et_bouayad_1037241,"Choreography of a Cloud, Dancing Shadows Art Pavilion at the Louvre Abu Dhabi",YOKOMAE et BOUAYAD,,,,,,0,,0.0
p_cement_can_be_a_more_sustainable_material_unknown_968785,Cement Can Be A (More) Sustainable Material,,,,research project,,temperate,2024,This project investigates the potential for concrete to be a more sustainable building material.,0.8
p_center_rog_renovation_and_creative_center_bax_studio_1036810,Center Rog – Renovation and Creative Center,Mendoza Partida,Unknown,Unknown,Cultural Center,fragmented,temperate,2024,A renovation project transforming an existing structure into a dynamic creative center.,0.8
p_cia_maritima_store_on_oscar_freire_street_rosenbaum_1034262,Cia Marítima Store on Oscar Freire Street,Rosenbaum,São Paulo,Brazil,retail,linear,tropical,2024,A contemporary retail space for Cia Marítima designed to reflect nautical themes.,0.8
p_ceu_bar_kuster_brizola_arqui_1035941,Céu Bar,Küster Brizola Arquitetos,Rio de Janeiro,Brazil,cultural,linear,tropical,2024,Céu Bar is a vibrant cultural space that fosters community engagement through food and beverage.,0.8
p_clouhaus_hotel_roomoo_design_studio_1035841,Clouhaus Hotel,RooMoo Design Studio,,,hotel,fragmented,tropical,2024,"The Clouhaus Hotel is a modern, luxury accommodation designed by RooMoo Design Studio.",0.8
p_charcoal_haus_moc_architects_1037266,Charcoal Haus,moc architects,,,residential,fragmented,temperate,2024,A sustainable residential design that emphasizes natural materials and integration with its landscape.,0.8
p_community_center_rottenbach_atelier_st_1036546,Community Center Rottenbach,atelier st,Rottenbach,Austria,community center,pavilion,temperate,2024,The Community Center Rottenbach is a sustainable hub for local social activities.,0.85
p_childrens_dining_room_in_oviedo_rogelio_ruiz_macario_1037092,Children's Dining Room in Oviedo,Rogelio Ruiz + Macario G. Astorga,Oviedo,Spain,institutional,linear,temperate,2024,A dedicated children's dining room that combines functionality with an engaging atmosphere.,0.8
p_concentrico_2025_the_politics_of_urban_presence_unknown_1031401,Concéntrico 2025: The Politics of Urban Presence,Unknown,Logroño,Spain,Urban Intervention,fragmented,temperate,2024,Concéntrico 2025 explores the relationship between urban spaces and public presence.,0.8
p_choreography_of_a_cloud_dancing_shadows_art_pavili_yokomae_et_bouayad_1037241,"Choreography of a Cloud, Dancing Shadows Art Pavilion",YOKOMAE et BOUAYAD,Abu Dhabi,United Arab Emirates,Pavilion,pavilion,arid,2024,"A pavilion that explores the interplay of light and shadow, enhancing visitors' experiences at the Louvre Abu Dhabi.",0.8
p_concon_house_osvaldo_larrain_1037180,Concón House,Osvaldo Larrain,Concón,Chile,Residential,fragmented,temperate,2024,Concón House is a modern family residence that seamlessly integrates architecture with the coastal landscape.,0.8
p_concrete_as_a_medium_for_emotion_and_expression_in_unknown_1030307,Concrete as a Medium for Emotion and Expression in Architecture,,,,,,,0,,0.0
p_cia_maritima_store_on_oscar_freire_street_rosenbaum_1034262,Cia Marítima Store on Oscar Freire Street,Rosenbaum,São Paulo,Brazil,Retail Store,linear,tropical,2024,"A contemporary retail space designed by Rosenbaum, located on the bustling Oscar Freire Street in São Paulo.",0.85
p_consciously_driven_in_conversation_with_void_the_c_1035802,Consciously Driven,VOID,San José,Costa Rica,Residential,fragmented,tropical,2024,A project by VOID exploring regenerative architecture principles in Costa Rica.,0.8
p_clouhaus_hotel_roomoo_design_studio_1035841,Clouhaus Hotel,RooMoo Design Studio,,,Hotel,fragmented,tropical,2024,Clouhaus Hotel is a modern hospitality project focused on sustainability and luxurious accommodations.,0.8
p_contextual_interventions_and_an_embrace_of_heritag_unknown_1029256,24 Grados,Unknown Architect,Tegucigalpa,Honduras,Cultural,fragmented,tropical,2024,24 Grados embodies the dialogue between modern architecture and Honduran heritage.,0.8
p_community_center_rottenbach_atelier_st_1036546,Community Center Rottenbach,atelier st,Rottenbach,Austria,community center,fragmented,temperate,2024,"A contemporary community center designed for multifunctional use, incorporating eco-friendly features.",0.8
