project_id,title_clean,architect,city,country,typology,massing_type,climate_bin,year_completed,description_short,confidence_score
p_st_louis_symphony_orchestra_s_powell_hal_1034813,St Louis Symphony Orchestra S Powell Hall,David Childs,St. Louis,United States,Cultural,pavilion,temperate,2024,A modern concert hall designed for the St. Louis Symphony Orchestra that integrates advanced acoustic design and community spaces.,0.85
p_stasys_museum_implmnt_architects_1023136,Stasys Museum,Implmnt Architects,Vilnius,Lithuania,museum,linear,temperate,2024,The Stasys Museum is a modern cultural institution designed to showcase art and engage the community.,0.8
p_suite_9_at_delft_university_of_technolog_1034579,Suite 9 At Delft University Of Technology,Unknown,Delft,Netherlands,educational,courtyard,temperate,2024,"A collaborative educational space designed for Delft University, emphasizing sustainability and community interaction.",0.8
p_sun_tower_open_architecture_1023114,Sun Tower Open Architecture,Unknown,Unknown City,Unknown Country,Cultural,tower,tropical,2024,The Sun Tower Open Architecture is a modern cultural center designed to foster community engagement through innovative spatial arrangements.,0.8
p_sunner_museum_atelier_alter_architects_1029586,Sunner Museum,Alter Architects,,,museum,fragmented,temperate,2024,The Sunner Museum is designed to promote community engagement through art exhibitions and educational programs.,0.8
p_tcdd_temporary_offices_art_galleries_erh_1035027,Tcdd Temporary Offices Art Galleries,Unknown,Erciyes,Turkey,Office,fragmented,temperate,2024,Tcdd Temporary Offices Art Galleries is a contemporary space designed for dual use as temporary offices and art galleries.,0.8
p_temple_complex_and_community_center_nard_1034500,Temple Complex And Community Center Nard,Unknown,Ahmedabad,India,Religious and Community Center,clustered,tropical,2024,A new temple complex and community center that integrates worship and cultural activities.,0.8
p_the_chapel_berger_parkkinen_architects_1034229,The Chapel Berger Parkkinen Architects 1034229 Diagrams P The Chapel Berger Parkkinen Architects,,,,,,,0,,0.0
p_the_chapel_of_st_th_r_se_of_lisieux_bull_1034833,The Chapel Of St Th R Se Of Lisieux,Unknown,Christchurch,New Zealand,Religious,pavilion,temperate,2024,A serene chapel designed for worship and community gatherings.,0.8
p_the_chapel_retold_the_danish_association_1034479,The Chapel Retold,The Danish Association,Copenhagen,Denmark,religious,pavilion,temperate,2024,The Chapel Retold is a modern interpretive space for spiritual and community events located in Copenhagen.,0.8
p_the_court_theatre_haworth_tompkins_1034663,The Court Theatre,Haworth Tompkins,Christchurch,New Zealand,theatre,fragmented,temperate,2024,The Court Theatre is a modern performance venue designed to enhance the cultural fabric of Christchurch.,0.8
p_the_et_302_memorial_alebel_desta_consult_1028581,The Et 302 Memorial Alebel Desta Consult,Alebel Desta Consult,Unknown,Ethiopia,Memorial,linear,tropical,2024,A memorial space designed to honor and commemorate significant events.,0.8
p_the_katy_museum_bbgk_architekci_1028620,The Katy Museum,Bbgk Architekci,Warsaw,Poland,museum,fragmented,temperate,2024,The Katy Museum is a contemporary cultural institution designed to enrich the community through innovative exhibitions and programs.,0.8
p_the_school_of_social_development_studio_999512,The School Of Social Development,Studio 999512,Unknown,Nepal,educational,courtyard,tropical,2024,A contemporary educational facility focused on social development.,0.8
p_thomas_sankara_mausoleum_kere_architectu_1030302,Thomas Sankara Mausoleum,Kere Architectu,Ouagadougou,Burkina Faso,cultural,fragmented,tropical,2024,The Thomas Sankara Mausoleum serves as a cultural memorial honoring the legacy of Burkina Faso's revolutionary leader.,0.8
p_thoravej_29_pihlmann_architects_1034502,Thoravej 29,Pihlmann Architects,Copenhagen,Denmark,Residential,fragmented,temperate,2024,Thoravej 29 is a contemporary residential project designed to foster community living.,0.8
p_tile_chapel_jimenez_arquitectos_fb_estud_1026511,Tile Chapel,Jimenez Arquitectos,,Ecuador,Religious,pavilion,tropical,2024,Tile Chapel is a contemporary religious space that integrates natural materials and light.,0.8
p_viking_fortress_borgring_experience_cent_1033647,Viking Fortress Borgring Experience Center,Bjarke Ingels Group,Copenhagen,Denmark,cultural,courtyard,temperate,2024,The Viking Fortress Borgring Experience Center serves as a cultural nexus for those interested in Viking history.,0.8
p_widna_haven_community_center_and_library_1031260,Widna Haven Community Center And Library,Unknown,Widna Haven,Poland,Community Center and Library,clustered,temperate,2024,The Widna Haven Community Center and Library is a modern facility designed to serve as a hub for community activities and resources.,0.8
p_workshop_with_three_courtyards_opposite_1034403,Workshop With Three Courtyards Opposite,P Workshop,Unknown,Unknown,Workshop,courtyard,tropical,2024,A workshop designed around three interconnected courtyards to enhance creativity and collaboration.,0.8
p_x_museum_studio_nor_1024371,X Museum,Studio Nor,Beijing,China,Museum,fragmented,temperate,2024,The X Museum designed by Studio Nor embodies a harmonious blend of art and nature.,0.8
p_xiao_feng_art_museum_zao_zhang_ke_archit_1035415,Xiao Feng Art Museum,Zao Zhang,Hangzhou,China,Museum,fragmented,temperate,2024,The Xiao Feng Art Museum is a modern cultural facility designed to showcase contemporary artworks.,0.8
p_yellow_river_national_museum_building_an_1031402,Yellow River National Museum Building,Unknown,Zhengzhou,China,museum,fragmented,temperate,2024,The Yellow River National Museum Building is a cultural center dedicated to the history and significance of the Yellow River.,0.8
p_yohoo_museum_aedas_1024957,Yohoo Museum,Aedas,Hangzhou,China,museum,fragmented,tropical,2024,The Yohoo Museum is a contemporary cultural hub designed to engage the public with art and creativity.,0.85
p_yue_yue_art_museum_equestrian_hall_cu_of_1030592,Yue Yue Art Museum Equestrian Hall Cu Of 1030592 Diagrams P Yue Yue Art Museum Equestrian Hall Cu Of,,,,,,,0,,0.0
p_yuyarina_pacha_community_library_al_bord_1025453,Yuyarina Pacha Community Library,P Yuyarina Pacha,Al Bord,Ecuador,library,pavilion,tropical,2024,A modern library designed to serve as a community hub in Al Bord.,0.8
